,county,year,unemployment
49470,"Franklin County, MA",2005,4.3
49471,"Hampden County, MA",2005,5.8
49472,"Hampshire County, MA",2005,4
49473,"Middlesex County, MA",2005,4.1
49474,"Nantucket County/town, MA",2005,2.4
49475,"Norfolk County, MA",2005,4.2
49476,"Plymouth County, MA",2005,4.9
49477,"Suffolk County, MA",2005,5.3
49478,"Worcester County, MA",2005,5.2
49479,"Alcona County, MI",2005,10.4
49480,"Alger County, MI",2005,7.6
49481,"Allegan County, MI",2005,6.3
49482,"Alpena County, MI",2005,7.6
49483,"Antrim County, MI",2005,7.8
49484,"Arenac County, MI",2005,9.4
49485,"Baraga County, MI",2005,11.3
49486,"Barry County, MI",2005,5.2
49487,"Bay County, MI",2005,7.1
49488,"Benzie County, MI",2005,7.8
49489,"Berrien County, MI",2005,6.9
49490,"Branch County, MI",2005,7.1
49491,"Calhoun County, MI",2005,6.7
49492,"Cass County, MI",2005,5.1
49493,"Charlevoix County, MI",2005,7.4
49494,"Cheboygan County, MI",2005,9.1
49495,"Chippewa County, MI",2005,8.6
49496,"Clare County, MI",2005,9.7
49497,"Clinton County, MI",2005,5.4
49498,"Crawford County, MI",2005,7.2
49499,"Delta County, MI",2005,7.3
49500,"Dickinson County, MI",2005,5.8
49501,"Eaton County, MI",2005,5.5
49502,"Emmet County, MI",2005,8
49503,"Genesee County, MI",2005,7.9
49504,"Gladwin County, MI",2005,10.3
49505,"Gogebic County, MI",2005,7.9
49506,"Grand Traverse County, MI",2005,6
49507,"Gratiot County, MI",2005,8.3
49508,"Hillsdale County, MI",2005,7.6
49509,"Houghton County, MI",2005,6.5
49510,"Huron County, MI",2005,7.7
49511,"Ingham County, MI",2005,6.4
49512,"Ionia County, MI",2005,7.3
49513,"Iosco County, MI",2005,9.2
49514,"Iron County, MI",2005,7.4
49515,"Isabella County, MI",2005,5
49516,"Jackson County, MI",2005,6.8
49517,"Kalamazoo County, MI",2005,5.2
49518,"Kalkaska County, MI",2005,7.6
49519,"Kent County, MI",2005,5.8
49520,"Keweenaw County, MI",2005,10.6
49521,"Lake County, MI",2005,10.4
49522,"Lapeer County, MI",2005,7.5
49523,"Leelanau County, MI",2005,5.2
49524,"Lenawee County, MI",2005,7.1
49525,"Livingston County, MI",2005,5.2
49526,"Luce County, MI",2005,7.7
49527,"Mackinac County, MI",2005,10.1
49528,"Macomb County, MI",2005,6.6
49529,"Manistee County, MI",2005,8
49530,"Marquette County, MI",2005,5.8
49531,"Mason County, MI",2005,7.8
49532,"Mecosta County, MI",2005,7.3
49533,"Menominee County, MI",2005,5.3
49534,"Midland County, MI",2005,5.9
49535,"Missaukee County, MI",2005,7.5
49536,"Monroe County, MI",2005,6.2
49537,"Montcalm County, MI",2005,8.7
49538,"Montmorency County, MI",2005,12.1
49539,"Muskegon County, MI",2005,7
49540,"Newaygo County, MI",2005,7.5
49541,"Oakland County, MI",2005,5.5
49542,"Oceana County, MI",2005,8.1
49543,"Ogemaw County, MI",2005,7.7
49544,"Ontonagon County, MI",2005,7.4
49545,"Osceola County, MI",2005,7.6
49546,"Oscoda County, MI",2005,10.6
49547,"Otsego County, MI",2005,7.1
49548,"Ottawa County, MI",2005,5.2
49549,"Presque Isle County, MI",2005,11.3
49550,"Roscommon County, MI",2005,8.5
49551,"Saginaw County, MI",2005,8
49552,"St. Clair County, MI",2005,7.7
49553,"St. Joseph County, MI",2005,6.5
49554,"Sanilac County, MI",2005,8.2
49555,"Schoolcraft County, MI",2005,10.7
49556,"Shiawassee County, MI",2005,8
49557,"Tuscola County, MI",2005,8.2
49558,"Van Buren County, MI",2005,7
49559,"Washtenaw County, MI",2005,4.5
49560,"Wayne County, MI",2005,8.3
49561,"Wexford County, MI",2005,7.7
49562,"Aitkin County, MN",2005,6
49563,"Anoka County, MN",2005,3.9
49564,"Becker County, MN",2005,5.4
49565,"Beltrami County, MN",2005,5.3
49566,"Benton County, MN",2005,4.7
49567,"Big Stone County, MN",2005,4.6
49568,"Blue Earth County, MN",2005,3.3
49569,"Brown County, MN",2005,4.3
49570,"Carlton County, MN",2005,5.8
49571,"Carver County, MN",2005,3.4
49572,"Cass County, MN",2005,6.2
49573,"Chippewa County, MN",2005,4.1
49574,"Chisago County, MN",2005,4.8
49575,"Clay County, MN",2005,3.4
49576,"Clearwater County, MN",2005,10.1
49577,"Cook County, MN",2005,4.4
49578,"Cottonwood County, MN",2005,4.3
49579,"Crow Wing County, MN",2005,4.9
49580,"Dakota County, MN",2005,3.6
49581,"Dodge County, MN",2005,3.9
49582,"Douglas County, MN",2005,3.8
49583,"Faribault County, MN",2005,4.8
49584,"Fillmore County, MN",2005,4.2
49585,"Freeborn County, MN",2005,4.7
49586,"Goodhue County, MN",2005,4.4
49587,"Grant County, MN",2005,5.6
49588,"Hennepin County, MN",2005,3.7
49589,"Houston County, MN",2005,4.5
49590,"Hubbard County, MN",2005,5.4
49591,"Isanti County, MN",2005,4.8
49592,"Itasca County, MN",2005,5.9
49593,"Jackson County, MN",2005,3.4
49594,"Kanabec County, MN",2005,6.7
49595,"Kandiyohi County, MN",2005,4.1
49596,"Kittson County, MN",2005,5.2
49597,"Koochiching County, MN",2005,6.1
49598,"Lac qui Parle County, MN",2005,3.9
49599,"Lake County, MN",2005,4.3
49600,"Lake of the Woods County, MN",2005,4.5
49601,"Le Sueur County, MN",2005,5.4
49602,"Lincoln County, MN",2005,3.6
49603,"Lyon County, MN",2005,3.3
49604,"McLeod County, MN",2005,4.1
49605,"Mahnomen County, MN",2005,5.5
49606,"Marshall County, MN",2005,7.1
49607,"Martin County, MN",2005,4.1
49608,"Meeker County, MN",2005,5.1
49609,"Mille Lacs County, MN",2005,6.7
49610,"Morrison County, MN",2005,5.4
49611,"Mower County, MN",2005,3.8
49612,"Murray County, MN",2005,4.1
49613,"Nicollet County, MN",2005,3.2
49614,"Nobles County, MN",2005,3.3
49615,"Norman County, MN",2005,4.6
49616,"Olmsted County, MN",2005,3.5
49617,"Otter Tail County, MN",2005,4.8
49618,"Pennington County, MN",2005,5.5
49619,"Pine County, MN",2005,6.6
49620,"Pipestone County, MN",2005,3.6
49621,"Polk County, MN",2005,4.5
49622,"Pope County, MN",2005,3.9
49623,"Ramsey County, MN",2005,3.9
49624,"Red Lake County, MN",2005,6.8
49625,"Redwood County, MN",2005,3.9
49626,"Renville County, MN",2005,4.9
49627,"Rice County, MN",2005,4.5
49628,"Rock County, MN",2005,3
49629,"Roseau County, MN",2005,5
49630,"St. Louis County, MN",2005,5
49631,"Scott County, MN",2005,3.5
49632,"Sherburne County, MN",2005,4.3
49633,"Sibley County, MN",2005,4.2
49634,"Stearns County, MN",2005,4.3
49635,"Steele County, MN",2005,4.1
49636,"Stevens County, MN",2005,3.6
49637,"Swift County, MN",2005,4.5
49638,"Todd County, MN",2005,5.1
49639,"Traverse County, MN",2005,3.8
49640,"Wabasha County, MN",2005,4.1
49641,"Wadena County, MN",2005,6.7
49642,"Waseca County, MN",2005,4.4
49643,"Washington County, MN",2005,3.5
49644,"Watonwan County, MN",2005,4.1
49645,"Wilkin County, MN",2005,3.7
49646,"Winona County, MN",2005,3.6
49647,"Wright County, MN",2005,4.3
49648,"Yellow Medicine County, MN",2005,4.2
49649,"Adams County, MS",2005,9.1
49650,"Alcorn County, MS",2005,7
49651,"Amite County, MS",2005,8.3
49652,"Attala County, MS",2005,8.2
49653,"Benton County, MS",2005,9.9
49654,"Bolivar County, MS",2005,9.1
49655,"Calhoun County, MS",2005,7.1
49656,"Carroll County, MS",2005,6.9
49657,"Chickasaw County, MS",2005,9.1
49658,"Choctaw County, MS",2005,7.6
49659,"Claiborne County, MS",2005,11.7
49660,"Clarke County, MS",2005,7.6
49661,"Clay County, MS",2005,10.5
49662,"Coahoma County, MS",2005,10.3
49663,"Copiah County, MS",2005,8
49664,"Covington County, MS",2005,6.7
49665,"DeSoto County, MS",2005,4.1
49666,"Forrest County, MS",2005,6.2
49667,"Franklin County, MS",2005,8.7
49668,"George County, MS",2005,8.8
49669,"Greene County, MS",2005,9.2
49670,"Grenada County, MS",2005,7.3
49671,"Hancock County, MS",2005,10.8
49672,"Harrison County, MS",2005,10.8
49673,"Hinds County, MS",2005,6.5
49674,"Holmes County, MS",2005,11.7
49675,"Humphreys County, MS",2005,9.9
49676,"Issaquena County, MS",2005,11.6
49677,"Itawamba County, MS",2005,6.4
49678,"Jackson County, MS",2005,9.9
49679,"Jasper County, MS",2005,7.7
49680,"Jefferson County, MS",2005,14.7
49681,"Jefferson Davis County, MS",2005,8.9
49682,"Jones County, MS",2005,5.7
49683,"Kemper County, MS",2005,9.2
49684,"Lafayette County, MS",2005,5.1
49685,"Lamar County, MS",2005,5.3
49686,"Lauderdale County, MS",2005,7
49687,"Lawrence County, MS",2005,8.1
49688,"Leake County, MS",2005,7.3
49689,"Lee County, MS",2005,6.2
49690,"Leflore County, MS",2005,9.6
49691,"Lincoln County, MS",2005,7.3
49692,"Lowndes County, MS",2005,7.5
49693,"Madison County, MS",2005,5.1
49694,"Marion County, MS",2005,8.2
49695,"Marshall County, MS",2005,8.5
49696,"Monroe County, MS",2005,8
49697,"Montgomery County, MS",2005,7.9
49698,"Neshoba County, MS",2005,5.9
49699,"Newton County, MS",2005,6.2
49700,"Noxubee County, MS",2005,12.2
49701,"Oktibbeha County, MS",2005,6
49702,"Panola County, MS",2005,8.6
49703,"Pearl River County, MS",2005,9.2
49704,"Perry County, MS",2005,8.2
49705,"Pike County, MS",2005,8.7
49706,"Pontotoc County, MS",2005,5.9
49707,"Prentiss County, MS",2005,7.6
49708,"Quitman County, MS",2005,9.2
49709,"Rankin County, MS",2005,4.5
49710,"Scott County, MS",2005,5.5
49711,"Sharkey County, MS",2005,11
49712,"Simpson County, MS",2005,6
49713,"Smith County, MS",2005,6
49714,"Stone County, MS",2005,7.7
49715,"Sunflower County, MS",2005,10.1
49716,"Tallahatchie County, MS",2005,9
49717,"Tate County, MS",2005,6.5
49718,"Tippah County, MS",2005,6.8
49719,"Tishomingo County, MS",2005,8.5
49720,"Tunica County, MS",2005,10.2
49721,"Union County, MS",2005,6.4
49722,"Walthall County, MS",2005,9
49723,"Warren County, MS",2005,6.8
49724,"Washington County, MS",2005,11
49725,"Wayne County, MS",2005,7.5
49726,"Webster County, MS",2005,7.9
49727,"Wilkinson County, MS",2005,12.2
49728,"Winston County, MS",2005,7.4
49729,"Yalobusha County, MS",2005,8.7
49730,"Yazoo County, MS",2005,9.6
49731,"Adair County, MO",2005,4.2
49732,"Andrew County, MO",2005,5.2
49733,"Atchison County, MO",2005,4.7
49734,"Audrain County, MO",2005,5.2
49735,"Barry County, MO",2005,5
49736,"Barton County, MO",2005,5
49737,"Bates County, MO",2005,6.4
49738,"Benton County, MO",2005,6.1
49739,"Bollinger County, MO",2005,6.2
49740,"Boone County, MO",2005,3.6
49741,"Buchanan County, MO",2005,5.8
49742,"Butler County, MO",2005,5.2
49743,"Caldwell County, MO",2005,6
49744,"Callaway County, MO",2005,4.7
49745,"Camden County, MO",2005,5.1
49746,"Cape Girardeau County, MO",2005,4.5
49747,"Carroll County, MO",2005,5.4
49748,"Carter County, MO",2005,6.2
49749,"Cass County, MO",2005,5.1
49750,"Cedar County, MO",2005,5.9
49751,"Chariton County, MO",2005,5.5
49752,"Christian County, MO",2005,4.3
49753,"Clark County, MO",2005,5.9
49754,"Clay County, MO",2005,4.6
49755,"Clinton County, MO",2005,5.4
49756,"Cole County, MO",2005,4.1
49757,"Cooper County, MO",2005,4.7
49758,"Crawford County, MO",2005,6
49759,"Dade County, MO",2005,5.5
49760,"Dallas County, MO",2005,5.4
49761,"Daviess County, MO",2005,4.9
49762,"DeKalb County, MO",2005,5.9
49763,"Dent County, MO",2005,6.3
49764,"Douglas County, MO",2005,6.1
49765,"Dunklin County, MO",2005,7.2
49766,"Franklin County, MO",2005,5.8
49767,"Gasconade County, MO",2005,5.6
49768,"Gentry County, MO",2005,4.4
49769,"Greene County, MO",2005,4.2
49770,"Grundy County, MO",2005,5.2
49771,"Harrison County, MO",2005,5.3
49772,"Henry County, MO",2005,6.1
49773,"Hickory County, MO",2005,7.8
49774,"Holt County, MO",2005,4.5
49775,"Howard County, MO",2005,4.5
49776,"Howell County, MO",2005,4.7
49777,"Iron County, MO",2005,7
49778,"Jackson County, MO",2005,6.4
49779,"Jasper County, MO",2005,4.8
49780,"Jefferson County, MO",2005,5.4
49781,"Johnson County, MO",2005,4.6
49782,"Knox County, MO",2005,3.9
49783,"Laclede County, MO",2005,5.5
49784,"Lafayette County, MO",2005,5.5
49785,"Lawrence County, MO",2005,4.6
49786,"Lewis County, MO",2005,4.5
49787,"Lincoln County, MO",2005,5.5
49788,"Linn County, MO",2005,8
49789,"Livingston County, MO",2005,4.8
49790,"McDonald County, MO",2005,4.3
49791,"Macon County, MO",2005,4.9
49792,"Madison County, MO",2005,6.3
49793,"Maries County, MO",2005,4.7
49794,"Marion County, MO",2005,5.2
49795,"Mercer County, MO",2005,4.3
49796,"Miller County, MO",2005,5.7
49797,"Mississippi County, MO",2005,7.2
49798,"Moniteau County, MO",2005,5.1
49799,"Monroe County, MO",2005,5.5
49800,"Montgomery County, MO",2005,5.7
49801,"Morgan County, MO",2005,6.4
49802,"New Madrid County, MO",2005,6.8
49803,"Newton County, MO",2005,5
49804,"Nodaway County, MO",2005,3.7
49805,"Oregon County, MO",2005,5.3
49806,"Osage County, MO",2005,4.7
49807,"Ozark County, MO",2005,5.4
49808,"Pemiscot County, MO",2005,7.6
49809,"Perry County, MO",2005,4
49810,"Pettis County, MO",2005,5.5
49811,"Phelps County, MO",2005,4.5
49812,"Pike County, MO",2005,5.3
49813,"Platte County, MO",2005,4.5
49814,"Polk County, MO",2005,4.9
49815,"Pulaski County, MO",2005,5.3
49816,"Putnam County, MO",2005,4.7
49817,"Ralls County, MO",2005,5.5
49818,"Randolph County, MO",2005,5.1
49819,"Ray County, MO",2005,5.4
49820,"Reynolds County, MO",2005,7.8
49821,"Ripley County, MO",2005,6
49822,"St. Charles County, MO",2005,4.2
49823,"St. Clair County, MO",2005,5.9
49824,"Ste. Genevieve County, MO",2005,5.3
49825,"St. Francois County, MO",2005,6.6
49826,"St. Louis County, MO",2005,5.2
49827,"Saline County, MO",2005,4.9
49828,"Schuyler County, MO",2005,5.9
49829,"Scotland County, MO",2005,3.9
49830,"Scott County, MO",2005,5.7
49831,"Shannon County, MO",2005,7.3
49832,"Shelby County, MO",2005,5.2
49833,"Stoddard County, MO",2005,5.8
49834,"Stone County, MO",2005,8
49835,"Sullivan County, MO",2005,5.6
49836,"Taney County, MO",2005,8.7
49837,"Texas County, MO",2005,6.4
49838,"Vernon County, MO",2005,4.8
49839,"Warren County, MO",2005,5.4
49840,"Washington County, MO",2005,8.7
49841,"Wayne County, MO",2005,6.7
49842,"Webster County, MO",2005,4.7
49843,"Worth County, MO",2005,4
49844,"Wright County, MO",2005,6.3
49845,"St. Louis city, MO",2005,8.1
49846,"Beaverhead County, MT",2005,3.6
49847,"Big Horn County, MT",2005,9.1
49848,"Blaine County, MT",2005,4.5
49849,"Broadwater County, MT",2005,4.1
49850,"Carbon County, MT",2005,3.8
49851,"Carter County, MT",2005,4
49852,"Cascade County, MT",2005,4.3
49853,"Chouteau County, MT",2005,3.7
49854,"Custer County, MT",2005,4
49855,"Daniels County, MT",2005,3.8
49856,"Dawson County, MT",2005,3.7
49857,"Deer Lodge County, MT",2005,6.2
49858,"Fallon County, MT",2005,2.8
49859,"Fergus County, MT",2005,5.2
49860,"Flathead County, MT",2005,4.9
49861,"Gallatin County, MT",2005,3.2
49862,"Garfield County, MT",2005,4.2
49863,"Glacier County, MT",2005,7.8
49864,"Golden Valley County, MT",2005,4.8
49865,"Granite County, MT",2005,6
49866,"Hill County, MT",2005,4.5
49867,"Jefferson County, MT",2005,4.2
49868,"Judith Basin County, MT",2005,4.8
49869,"Lake County, MT",2005,5.8
49870,"Lewis and Clark County, MT",2005,4
49871,"Liberty County, MT",2005,4.7
49872,"Lincoln County, MT",2005,8.8
49873,"McCone County, MT",2005,3.6
49874,"Madison County, MT",2005,3.7
49875,"Meagher County, MT",2005,4.8
49876,"Mineral County, MT",2005,6.1
49877,"Missoula County, MT",2005,3.9
49878,"Musselshell County, MT",2005,5.6
49879,"Park County, MT",2005,4.2
49880,"Petroleum County, MT",2005,5.3
49881,"Phillips County, MT",2005,4.4
49882,"Pondera County, MT",2005,5.1
49883,"Powder River County, MT",2005,3.9
49884,"Powell County, MT",2005,6.4
49885,"Prairie County, MT",2005,5.1
49886,"Ravalli County, MT",2005,5.2
49887,"Richland County, MT",2005,3.5
49888,"Roosevelt County, MT",2005,6.8
49889,"Rosebud County, MT",2005,6
49890,"Sanders County, MT",2005,6.9
49891,"Sheridan County, MT",2005,3.7
49892,"Silver Bow County, MT",2005,4.5
49893,"Stillwater County, MT",2005,3.5
49894,"Sweet Grass County, MT",2005,2.2
49895,"Teton County, MT",2005,3.7
49896,"Toole County, MT",2005,3.4
49897,"Treasure County, MT",2005,4.2
49898,"Valley County, MT",2005,4.2
49899,"Wheatland County, MT",2005,4.3
49900,"Wibaux County, MT",2005,3.7
49901,"Yellowstone County, MT",2005,3.5
49902,"Adams County, NE",2005,3.4
49903,"Antelope County, NE",2005,3.4
49904,"Arthur County, NE",2005,3.9
49905,"Banner County, NE",2005,2.8
49906,"Blaine County, NE",2005,3.9
49907,"Boone County, NE",2005,3.4
49908,"Box Butte County, NE",2005,4
49909,"Boyd County, NE",2005,3.6
49910,"Brown County, NE",2005,3.2
49911,"Buffalo County, NE",2005,2.8
49912,"Burt County, NE",2005,4.9
49913,"Butler County, NE",2005,3.6
49914,"Cass County, NE",2005,4.1
49915,"Cedar County, NE",2005,2.7
49916,"Chase County, NE",2005,2.8
49917,"Cherry County, NE",2005,2.4
49918,"Cheyenne County, NE",2005,2.9
49919,"Clay County, NE",2005,3.7
49920,"Colfax County, NE",2005,2.8
49921,"Cuming County, NE",2005,3
49922,"Custer County, NE",2005,2.9
49923,"Dakota County, NE",2005,4.7
49924,"Dawes County, NE",2005,3.2
49925,"Dawson County, NE",2005,4.4
49926,"Deuel County, NE",2005,3.1
49927,"Dixon County, NE",2005,3.9
49928,"Dodge County, NE",2005,4.4
49929,"Douglas County, NE",2005,4.5
49930,"Dundy County, NE",2005,4.1
49931,"Fillmore County, NE",2005,3.2
49932,"Franklin County, NE",2005,3.4
49933,"Frontier County, NE",2005,2.5
49934,"Furnas County, NE",2005,3.7
49935,"Gage County, NE",2005,4.4
49936,"Garden County, NE",2005,2.9
49937,"Garfield County, NE",2005,3
49938,"Gosper County, NE",2005,3.5
49939,"Grant County, NE",2005,2.6
49940,"Greeley County, NE",2005,3.6
49941,"Hall County, NE",2005,3.8
49942,"Hamilton County, NE",2005,2.7
49943,"Harlan County, NE",2005,3.2
49944,"Hayes County, NE",2005,3.5
49945,"Hitchcock County, NE",2005,3.7
49946,"Holt County, NE",2005,3.1
49947,"Hooker County, NE",2005,3.3
49948,"Howard County, NE",2005,3.6
49949,"Jefferson County, NE",2005,3.8
49950,"Johnson County, NE",2005,3.6
49951,"Kearney County, NE",2005,2.8
49952,"Keith County, NE",2005,3.2
49953,"Keya Paha County, NE",2005,3.4
49954,"Kimball County, NE",2005,2.9
49955,"Knox County, NE",2005,3.4
49956,"Lancaster County, NE",2005,3.5
49957,"Lincoln County, NE",2005,3.5
49958,"Logan County, NE",2005,2.5
49959,"Loup County, NE",2005,4.4
49960,"McPherson County, NE",2005,2.1
49961,"Madison County, NE",2005,4
49962,"Merrick County, NE",2005,3.7
49963,"Morrill County, NE",2005,3.1
49964,"Nance County, NE",2005,3.8
49965,"Nemaha County, NE",2005,4.5
49966,"Nuckolls County, NE",2005,3.3
49967,"Otoe County, NE",2005,4
49968,"Pawnee County, NE",2005,3.6
49969,"Perkins County, NE",2005,2.5
49970,"Phelps County, NE",2005,2.8
49971,"Pierce County, NE",2005,3.5
49972,"Platte County, NE",2005,3.7
49973,"Polk County, NE",2005,3.2
49974,"Red Willow County, NE",2005,3.5
49975,"Richardson County, NE",2005,4.5
49976,"Rock County, NE",2005,3
49977,"Saline County, NE",2005,3.3
49978,"Sarpy County, NE",2005,3.4
49979,"Saunders County, NE",2005,3.9
49980,"Scotts Bluff County, NE",2005,4.2
49981,"Seward County, NE",2005,3.2
49982,"Sheridan County, NE",2005,2.7
49983,"Sherman County, NE",2005,3.8
49984,"Sioux County, NE",2005,2.8
49985,"Stanton County, NE",2005,3.1
49986,"Thayer County, NE",2005,3
49987,"Thomas County, NE",2005,3.6
49988,"Thurston County, NE",2005,7.8
49989,"Valley County, NE",2005,3.5
49990,"Washington County, NE",2005,3.3
49991,"Wayne County, NE",2005,3
49992,"Webster County, NE",2005,3.6
49993,"Wheeler County, NE",2005,2.8
49994,"York County, NE",2005,2.8
